Core-index	Vocab-KO-Index	Sent-KO-Index	New-Opt-Voc-Index	Opt-Voc-Index	Opt-Sen-Index	"jlpt "	Vocab-expression	Vocab-kana	Vocab-meaning	Vocab-pos	Sentence-expression	Sentence-kana	Sentence-meaning	Vocab-furigana	Sentence-furigana	Sentence-Cloze
3392	939	940	3423	3423	4445	JLPT2	賞品	しょうひん	prize, trophy	Noun	パーティーのビンゴの<b>賞品</b>は何がいいだろう。	ぱーてぃー の びんご の <b>しょうひん</b> は なに が いいだろう	What might be a good prize for bingo at the party?	賞品[しょうひん]	パーティーのビンゴの<b> 賞品[しょうひん]</b>は 何[なに]がいいだろう。	パーティーのビンゴの<b>（　）</b>は 何[なに]がいいだろう。
3393	791	809	3243	3243	4052	JLPT2	印	しるし	mark, symbol	Noun	間違いに<b>印</b>を付けておきました。	まちがい に <b>しるし</b> を つけて おきました	I marked the mistakes.	印[しるし]	間違[まちが]いに<b> 印[しるし]</b>を 付[つ]けておきました。	間違[まちが]いに<b>（　）</b>を 付[つ]けておきました。
3394	1731	1732	3919	3920	5780	JLPT1	親善	しんぜん	goodwill, friendly relations	Noun	これからも両国の<b>親善</b>を深めましょう。	これから も りょうこく の <b>しんぜん</b> を ふかめましょう	Let's continue promoting friendship between our two countries from now on.	親善[しんぜん]	これからも 両国[りょうこく]の<b> 親善[しんぜん]</b>を 深[ふか]めましょう。	これからも 両国[りょうこく]の<b>（　）</b>を 深[ふか]めましょう。
3395	0	441	2868	2971	2798	JLPT0	アイドル	アイドル	idol, pop singer	Noun	彼女は若者の<b>アイドル</b>です。	かのじょ は わかもの の <b>あいどる</b> です	She is a youth icon.	アイドル	彼女[かのじょ]は 若者[わかもの]の<b>アイドル</b>です。	彼女[かのじょ]は 若者[わかもの]の<b>（　）</b>です。
3396	304	618	2326	2427	3582	JLPT0	当たり	あたり	hit, success	Noun	彼の予想は大<b>当たり</b>でした。	かれ の よそう は おお<b>あたり</b> でした	His prediction was spot on.	当[あ]たり	彼[かれ]の 予想[よそう]は 大[おお]<b> 当[あ]たり</b>でした。	彼[かれ]の 予想[よそう]は 大[おお]<b>（　）</b>でした。
3397	1495	1496	3813	3814	5491	JLPT2	惜しい	おしい	almost, close	Adjective	<b>惜しい</b>、もう少しで優勝だった。	<b>おしい</b> もうすこし で ゆうしょう だった	How close! We almost won.	惜[お]しい	<b> 惜[お]しい</b>、もう 少[すこ]しで 優勝[ゆうしょう]だった。	<b>（　）</b>、もう 少[すこ]しで 優勝[ゆうしょう]だった。
3398	130	377	1936	2135	2521	JLPT1	覚え	おぼえ	recollection, memory	Noun	この子は<b>覚え</b>が早いね。	この こ は <b>おぼえ</b> が はやい ね	This kid remembers things quickly.	覚[おぼ]え	この 子[こ]は<b> 覚[おぼ]え</b>が 早[はや]いね。	この 子[こ]は<b>（　）</b>が 早[はや]いね。
3399	0	441	2877	2979	2799	JLPT2	からかう	からかう	make fun of, tease	Verb	彼は時々妹を<b>からかいます</b>。	かれ は ときどき いもうと を <b>からかいます</b>	He sometimes makes fun of his younger sister.	からかう	彼[かれ]は 時々妹[ときどき いもうと]を<b>からかいます</b>。	彼[かれ]は 時々妹[ときどき いもうと]を<b>（　）</b>。
3400	625	1157	2948	3050	5041	JLPT2	着替え	きがえ	change of clothes	Verbal Noun	<b>着替え</b>を旅行カバンに詰めたよ。	<b>きがえ</b> を りょこう かばん に つめた よ	I packed spare clothes in a travel bag.	着替[きが]え	<b> 着替[きが]え</b>を 旅行[りょこう]カバンに 詰[つ]めたよ。	<b>（　）</b>を 旅行[りょこう]カバンに 詰[つ]めたよ。
3401	870	871	3353	3354	4243	JLPT0	行程	こうてい	distance, journey	Noun	全部で6時間の<b>行程</b>です。	ぜんぶ で ろくじかん の <b>こうてい</b> です	It is a six-hour journey in all.	行程[こうてい]	全部[ぜんぶ]で 6時間[ろくじかん]の<b> 行程[こうてい]</b>です。	全部[ぜんぶ]で 6時間[ろくじかん]の<b>（　）</b>です。
3402	84	1806	1883	2083	5828	JLPT0	小雨	こさめ	drizzle	Noun	<b>小雨</b>なので傘はいりません。	<b>こさめ</b> な の で かさ は いりません	I don't need an umbrella as it is only drizzling.	小雨[こさめ]	<b> 小雨[こさめ]</b>なので 傘[かさ]はいりません。	<b>（　）</b>なので 傘[かさ]はいりません。
3403	490	491	2691	2793	3132	JLPT3	ご存じ	ごぞんじ	know	Noun	彼の名前を<b>ご存じ</b>ですか。	かれ の なまえ を <b>ごぞんじ</b> です か	Do you know his name?	ご 存[ぞん]じ	彼[かれ]の 名前[なまえ]を<b>ご 存[ぞん]じ</b>ですか。	彼[かれ]の 名前[なまえ]を<b>（　）</b>ですか。
3404	1228	1229	3683	3683	5118	JLPT1	叫び	さけび	shout, cry	Noun	彼女の心の<b>叫び</b>に誰も気付かなかったよ。	かのじょ の こころ の <b>さけび</b> に だれ も きづかなかった よ	No one noticed her cry from the heart.	叫[さけ]び	彼女[かのじょ]の 心[こころ]の<b> 叫[さけ]び</b>に 誰[だれ]も 気付[きづ]かなかったよ。	彼女[かのじょ]の 心[こころ]の<b>（　）</b>に 誰[だれ]も 気付[きづ]かなかったよ。
3405	242	544	2202	2303	3336	JLPT2	市	し	city	Noun	その<b>市</b>の人口は減り続けているの。	その <b>し</b> の じんこう は へりつづけて いる の	The population of the city keeps decreasing.	市[し]	その<b> 市[し]</b>の 人口[じんこう]は 減[へ]り 続[つづ]けているの。	その<b>（　）</b>の 人口[じんこう]は 減[へ]り 続[つづ]けているの。
3406	189	777	2119	2220	3940	JLPT0	私費	しひ	private expense	Noun	彼は<b>私費</b>で留学したんだ。	かれ は <b>しひ</b> で りゅうがく した ん だ	He went to study abroad at his own expense.	私費[しひ]	彼[かれ]は<b> 私費[しひ]</b>で 留学[りゅうがく]したんだ。	彼[かれ]は<b>（　）</b>で 留学[りゅうがく]したんだ。
3407	793	794	3245	3246	4008	JLPT0	週刊	しゅうかん	published weekly	Noun	この<b>週刊</b>誌を毎週買っているの。	この <b>しゅうかん</b>し を まいしゅう かって いる の	I buy this weekly magazine every week.	週刊[しゅうかん]	この<b> 週刊[しゅうかん]</b> 誌[し]を 毎週買[まいしゅう か]っているの。	この<b>（　）</b> 誌[し]を 毎週買[まいしゅう か]っているの。
3408	380	381	2481	2583	2540	JLPT2	終点	しゅうてん	last stop, terminus	Noun	電車の<b>終点</b>で降りました。	でんしゃ の <b>しゅうてん</b> で おりました	I got off at the terminal.	終点[しゅうてん]	電車[でんしゃ]の<b> 終点[しゅうてん]</b>で 降[お]りました。	電車[でんしゃ]の<b>（　）</b>で 降[お]りました。
3409	713	714	3159	3159	3804	JLPT0	震度	しんど	seismic intensity	Noun	今朝の地震は<b>震度</b>3でしたよ。	けさ の じしん は <b>しんど</b> さん でした よ	The earthquake this morning had a seismic intensity of three.	震度[しんど]	今朝[けさ]の 地震[じしん]は<b> 震度[しんど]</b> 3[さん]でしたよ。	今朝[けさ]の 地震[じしん]は<b>（　）</b> 3[さん]でしたよ。
3410	1064	1065	3594	3595	4872	JLPT0	狭まる	せばまる	become narrow, contract	Verb	ここから道の幅が<b>狭まっています</b>。	ここ から みち の はば が <b>せばまって います</b>	The road narrows from here.	狭[せば]まる	ここから 道[みち]の 幅[はば]が<b> 狭[せば]まっています</b>。	ここから 道[みち]の 幅[はば]が<b>（　）</b>。
3411	168	169	1996	2195	2156	JLPT1	赤字	あかじ	deficit, in the red	Noun	私たちの会社は今月は<b>赤字</b>よ。	わたしたち の かいしゃ は こんげつ は <b>あかじ</b> よ	Our company is in deficit this month.	赤字[あかじ]	私[わたし]たちの 会社[かいしゃ]は 今月[こんげつ]は<b> 赤字[あかじ]</b>よ。	私[わたし]たちの 会社[かいしゃ]は 今月[こんげつ]は<b>（　）</b>よ。
3412	1514	1515	3826	3827	5524	JLPT1	焦る	あせる	feel pressured, feel hurried	Verb	何をそんなに<b>焦っている</b>のですか。	なに を そんなに <b>あせって いる</b> の です か	What are you in such a hurry for?	焦[あせ]る	何[なに]をそんなに<b> 焦[あせ]っている</b>のですか。	何[なに]をそんなに<b>（　）</b>のですか。
3413	779	781	3222	3222	3957	JLPT0	宛先	あてさき	recipient, addressee	Noun	<b>宛先</b>不明で手紙が戻ってきたの。	<b>あてさき</b> ふめい で てがみ が もどって きた の	The letter was returned as the addressee was unknown.	宛先[あてさき]	<b> 宛先[あてさき]</b> 不明[ふめい]で 手紙[てがみ]が 戻[もど]ってきたの。	<b>（　）</b> 不明[ふめい]で 手紙[てがみ]が 戻[もど]ってきたの。
3414	537	829	2813	2915	4138	JLPT0	案の定	あんのじょう	as feared, sure enough	Adverb	<b>案の定</b>、彼は遅刻したな。	<b>あんのじょう</b> かれ は ちこく した な	Just as I thought, he was late.	案[あん]の 定[じょう]	<b> 案[あん]の 定[じょう]</b>、 彼[かれ]は 遅刻[ちこく]したな。	<b>（　）</b>、 彼[かれ]は 遅刻[ちこく]したな。
3415	258	879	2228	2329	4273	JLPT1	受かる	うかる	pass	Verb	第一志望の大学に<b>受かりました</b>。	だいいち しぼう の だいがく に <b>うかりました</b>	I passed the entrance exam for my first-choice college.	受[う]かる	第一志望[だいいち しぼう]の 大学[だいがく]に<b> 受[う]かりました</b>。	第一志望[だいいち しぼう]の 大学[だいがく]に<b>（　）</b>。
3416	259	615	2229	2330	3570	JLPT0	受け取り	うけとり	receipt	Noun	<b>受け取り</b>に判子をお願いします。	<b>うけとり</b> に はんこ を おねがい します	Please stamp your seal on the receipt.	受[う]け 取[と]り	<b> 受[う]け 取[と]り</b>に 判子[はんこ]をお 願[ねが]いします。	<b>（　）</b>に 判子[はんこ]をお 願[ねが]いします。
3417	107	1049	1917	2117	4817	JLPT0	後ろ向き	うしろむき	facing backward	Noun	彼は車を<b>後ろ向き</b>に駐車したの。	かれ は くるま を <b>うしろむき</b> に ちゅうしゃ した の	He parked the car backwards.	後[うし]ろ 向[む]き	彼[かれ]は 車[くるま]を<b> 後[うし]ろ 向[む]き</b>に 駐車[ちゅうしゃ]したの。	彼[かれ]は 車[くるま]を<b>（　）</b>に 駐車[ちゅうしゃ]したの。
3418	345	346	2404	2505	2432	JLPT0	大急ぎ	おおいそぎ	in a great hurry	Adjectival Noun	<b>大急ぎ</b>でその仕事を仕上げたよ。	<b>おおいそぎ</b> で その しごと を しあげた よ	I finished up the work in a rush.	大急[おおいそ]ぎ	<b> 大急[おおいそ]ぎ</b>でその 仕事[しごと]を 仕上[しあ]げたよ。	<b>（　）</b>でその 仕事[しごと]を 仕上[しあ]げたよ。
3419	781	782	3227	3227	3965	JLPT0	起き上がる	おきあがる	get up, rise	Verb	弟はようやくベッドから<b>起き上がった</b>。	おとうと は ようやく べっど から <b>おきあがった</b>。	Finally my younger brother got out of bed.	起[お]き 上[あ]がる	弟[おとうと]はようやくベッドから<b> 起[お]き 上[あ]がった</b>。	弟[おとうと]はようやくベッドから<b>（　）</b>。
3420	35	273	1814	2013	2304	JLPT2	帰す	かえす	send home, see out	Verb	学校は生徒たちを午前中に<b>帰した</b>ね。	がっこう は せいとたち を ごぜんちゅう に <b>かえした</b> ね	The school dismissed students in the morning.	帰[かえ]す	学校[がっこう]は 生徒[せいと]たちを 午前中[ごぜんちゅう]に<b> 帰[かえ]した</b>ね。	学校[がっこう]は 生徒[せいと]たちを 午前中[ごぜんちゅう]に<b>（　）</b>ね。
3421	340	441	2386	2487	2800	JLPT2	貸し	かし	loan, renting	Noun	彼には<b>貸し</b>があるの。	かれ に は <b>かし</b> が ある の	He owes me one.	貸[か]し	彼[かれ]には<b> 貸[か]し</b>があるの。	彼[かれ]には<b>（　）</b>があるの。
3422	24	786	1804	2003	3981	JLPT0	金もうけ	かねもうけ	making money	Verbal Noun	<b>金もうけ</b>が彼の趣味だ。	<b>かねもうけ</b> が かれ の しゅみ だ	Moneymaking is his hobby.	金[かね]もうけ	<b> 金[かね]もうけ</b>が 彼[かれ]の 趣味[しゅみ]だ。	<b>（　）</b>が 彼[かれ]の 趣味[しゅみ]だ。
3423	551	567	2829	2931	3400	JLPT0	関節	かんせつ	joint	Noun	手首の<b>関節</b>をひねっちゃった。	てくび の <b>かんせつ</b> を ひねっちゃった	I have twisted my wrist joint.	関節[かんせつ]	手首[てくび]の<b> 関節[かんせつ]</b>をひねっちゃった。	手首[てくび]の<b>（　）</b>をひねっちゃった。
3424	1456	1457	3801	3802	5442	JLPT1	後悔	こうかい	regret	Verbal Noun	<b>後悔</b>しても、しょうがない。	<b>こうかい</b> して も しょうがない	There is no point in regretting the past.	後悔[こうかい]	<b> 後悔[こうかい]</b>しても、しょうがない。	<b>（　）</b>しても、しょうがない。
3425	470	471	2660	2761	3086	JLPT2	高等	こうとう	higher, high-grade	Adjectival Noun	人間は<b>高等</b>な生物と言われている。	にんげん は <b>こうとう</b> な せいぶつ と いわれて いる	It is said that humans are advanced creatures.	高等[こうとう]	人間[にんげん]は<b> 高等[こうとう]</b>な 生物[せいぶつ]と 言[い]われている。	人間[にんげん]は<b>（　）</b>な 生物[せいぶつ]と 言[い]われている。
